CLIENTEID,CODMARCA,DESCDISTRI,DESCDIMES
00604,002,12.0,14.0
00606,002,12.0,14.0
00607,002,12.0,14.0
00608,002,12.0,14.0
00609,002,12.0,14.0
00610,002,12.0,14.0
00611,002,12.0,14.0
01704,098,12.0,15.0
01704,099,14.0,12.0
01704,100,14.0,12.0
01704,109,12.0,15.0
05882,098,12.0,15.0
01705,098,12.0,15.0
01705,099,14.0,12.0
01705,100,14.0,12.0
01705,109,12.0,15.0
01706,098,12.0,15.0
01706,099,14.0,12.0
01706,100,14.0,12.0
01706,109,12.0,15.0
01707,098,12.0,15.0
01707,099,14.0,12.0
01707,100,14.0,12.0
01708,098,12.0,15.0
01708,099,14.0,12.0
01708,100,14.0,12.0
01708,109,12.0,15.0
03133,098,12.0,15.0
03133,099,14.0,12.0
03133,100,14.0,12.0
03133,109,12.0,15.0
01709,098,12.0,15.0
01709,099,14.0,12.0
01709,100,14.0,12.0
01709,109,12.0,15.0
01710,098,12.0,15.0
01710,099,14.0,12.0
01710,100,14.0,12.0
01710,109,12.0,15.0
01711,098,12.0,15.0
01711,099,14.0,12.0
00612,002,12.0,14.0
00613,002,12.0,14.0
00614,002,12.0,14.0
01711,100,14.0,12.0
00615,002,12.0,14.0
00617,002,12.0,14.0
01711,109,12.0,15.0
00618,002,12.0,14.0
00621,002,12.0,14.0
04993,019,8.0,18.93
04508,015,7.0,10.0
05028,019,8.0,18.93
01712,098,12.0,15.0
01712,099,14.0,12.0
01712,100,14.0,12.0
01712,109,12.0,15.0
01714,098,12.0,15.0
01714,099,14.0,12.0
01714,100,14.0,12.0
01714,109,12.0,15.0
01715,098,12.0,15.0
01715,099,14.0,12.0
01715,100,14.0,12.0
00622,002,12.0,14.0
05062,019,8.0,0.0
07396,118,11.0,0.0
07396,119,11.0,0.0
01715,109,12.0,15.0
07396,117,11.0,0.0
01716,098,12.0,15.0
04508,053,12.0,8.0
01716,099,14.0,12.0
01716,100,14.0,12.0
01716,109,12.0,15.0
01717,098,12.0,15.0
01717,099,14.0,12.0
01717,100,14.0,12.0
07396,105,14.0,0.0
01717,109,12.0,15.0
01718,098,12.0,15.0
01718,099,14.0,12.0
01718,100,14.0,12.0
07396,109,15.0,0.0
07396,103,12.0,0.0
01718,109,12.0,15.0
05103,019,8.0,0.0
05104,019,8.0,0.0
05113,019,8.0,0.0
05199,019,8.0,18.93
05219,019,8.0,0.0
07396,101,12.0,0.0
07032,109,12.0,15.0
07032,098,12.0,15.0
07032,099,14.0,12.0
05297,019,8.0,18.93
05359,019,8.0,18.93
05361,019,8.0,0.0
02533,002,12.0,14.0
05466,019,8.0,0.0
05467,019,8.0,0.0
05499,019,8.0,0.0
05518,019,8.0,16.55
05525,019,8.0,0.0
05549,019,8.0,0.0
05564,019,8.0,16.55
05573,019,8.0,0.0
05574,019,8.0,0.0
07032,100,14.0,12.0
05587,019,8.0,0.0
05589,019,8.0,0.0
05604,019,8.0,0.0
05613,019,8.0,0.0
05648,019,8.0,0.0
00623,002,12.0,14.0
05706,019,8.0,0.0
05707,019,8.0,18.93
00624,002,12.0,14.0
00625,002,12.0,14.0
00627,002,12.0,14.0
00630,002,12.0,14.0
00632,002,12.0,14.0
07289,105,14.0,0.0
07289,109,12.0,0.0
07396,098,12.0,0.0
07289,103,12.0,0.0
05924,019,8.0,16.55
00633,002,12.0,14.0
02534,002,12.0,14.0
07284,002,14.0,0.0
07284,019,8.0,0.0
07284,118,10.0,0.0
07284,119,10.0,0.0
07284,117,10.0,0.0
07284,105,14.0,0.0
07284,109,12.0,0.0
07284,103,12.0,0.0
07284,101,12.0,0.0
07284,098,12.0,0.0
07284,104,14.0,0.0
07284,102,12.0,0.0
05964,019,8.0,15.01
00634,002,12.0,14.0
07284,116,12.0,0.0
07284,099,14.0,0.0
07284,097,12.0,0.0
07284,096,12.0,0.0
07284,100,14.0,0.0
07284,110,12.0,0.0
07284,111,12.0,0.0
07284,049,12.0,0.0
06009,019,8.0,11.73
07396,104,14.0,0.0
07396,102,12.0,0.0
07396,116,12.0,0.0
07396,099,14.0,0.0
00635,002,12.0,14.0
06045,019,8.0,18.93
06070,019,8.0,15.3
00636,002,12.0,14.0
06082,019,8.0,0.0
00637,002,12.0,14.0
06207,019,8.0,13.03
02535,002,12.0,14.0
07396,097,12.0,0.0
07396,096,12.0,0.0
07396,100,14.0,0.0
07396,110,15.0,0.0
07396,114,12.0,0.0
07299,049,12.0,9.0
06325,105,14.0,12.0
06325,109,12.0,15.0
06314,019,8.0,16.55
06325,019,8.0,18.93
07299,111,12.0,9.0
07299,053,12.0,9.0
06369,019,8.0,18.93
06376,019,8.0,15.51
07281,019,8.0,0.0
07281,105,14.0,0.0
06396,019,8.0,15.51
06400,019,8.0,18.93
06406,019,8.0,15.51
06407,019,8.0,16.55
06427,019,8.0,15.51
06414,105,14.0,12.0
06414,109,12.0,15.0
06414,098,12.0,15.0
06414,104,14.0,12.0
04765,098,12.0,15.0
04765,104,14.0,12.0
04765,099,14.0,12.0
04765,100,14.0,12.0
00638,002,12.0,14.0
04765,111,12.0,10.0
04765,053,12.0,10.0
00640,002,12.0,14.0
00641,002,12.0,14.0
07378,039,14.0,0.0
07378,106,14.0,0.0
07378,002,14.0,0.0
07378,005,21.31,0.0
07378,019,17.65,0.0
07378,029,21.0,0.0
07378,081,18.68,0.0
07378,078,18.48,0.0
07378,042,14.68,0.0
07378,105,14.0,0.0
07378,109,12.0,0.0
07378,103,12.0,0.0
07378,101,12.0,0.0
07378,098,12.0,0.0
07378,104,14.0,0.0
07378,102,12.0,0.0
07378,116,12.0,0.0
07378,099,14.0,0.0
07378,097,12.0,0.0
07378,096,12.0,0.0
07378,100,14.0,0.0
07378,110,12.0,0.0
07378,114,12.0,0.0
07378,111,12.0,0.0
07378,049,12.0,0.0
07378,053,12.0,0.0
07378,107,25.62,0.0
00642,002,12.0,14.0
00643,002,12.0,14.0
00644,002,12.0,14.0
00646,002,12.0,14.0
00647,002,12.0,14.0
00649,002,12.0,14.0
00650,002,12.0,14.0
00652,002,12.0,14.0
00653,002,12.0,14.0
04125,019,8.0,0.0
04125,105,12.0,0.0
04125,109,12.0,0.0
04125,103,12.0,0.0
04125,101,12.0,0.0
04125,098,12.0,0.0
04125,104,12.0,0.0
04125,102,12.0,0.0
04125,116,12.0,0.0
04125,099,12.0,0.0
04125,097,12.0,0.0
04125,096,12.0,0.0
04125,100,12.0,0.0
04125,110,12.0,0.0
04125,124,12.0,0.0
06441,019,8.0,15.51
06451,019,8.0,15.51
06414,099,14.0,12.0
06414,100,14.0,12.0
06479,019,8.0,12.0
06185,105,14.0,12.0
06185,109,12.0,15.0
06185,098,12.0,15.0
06185,104,14.0,12.0
06506,019,8.0,15.01
06512,019,8.0,15.51
06185,099,14.0,12.0
06185,100,14.0,12.0
06325,098,12.0,15.0
06579,019,8.0,18.93
00654,002,12.0,14.0
06643,019,8.0,18.93
00655,002,12.0,14.0
06703,019,8.0,18.93
06325,104,14.0,12.0
06325,099,14.0,12.0
06325,100,14.0,12.0
00656,002,12.0,14.0
00657,002,12.0,14.0
06854,019,8.0,15.51
06888,019,8.0,13.03
06892,019,8.0,19.24
06907,019,8.0,10.0
06908,019,8.0,15.51
06909,019,8.0,0.0
07003,019,8.0,12.51
07033,019,8.0,16.55
07035,019,8.0,16.55
07037,019,8.0,0.0
07038,019,8.0,0.0
07040,019,8.0,0.0
07056,019,8.0,0.0
07057,019,8.0,0.0
07059,019,8.0,0.0
07061,019,8.0,0.0
07070,019,8.0,0.0
07078,019,8.0,0.0
07084,019,8.0,0.0
07083,019,8.0,0.0
07086,019,8.0,0.0
07088,019,8.0,0.0
07090,019,8.0,0.0
07091,019,8.0,0.0
07092,019,8.0,0.0
07099,019,8.0,0.0
07100,019,8.0,0.0
07102,019,8.0,0.0
07103,019,8.0,0.0
07105,019,8.0,0.0
07107,019,8.0,0.0
07110,019,8.0,0.0
07114,019,8.0,0.0
07124,019,8.0,0.0
07128,019,8.0,0.0
07131,019,8.0,0.0
07134,019,8.0,0.0
07135,019,8.0,0.0
07136,019,8.0,0.0
07143,019,8.0,0.0
07144,019,8.0,0.0
07145,019,8.0,0.0
07147,019,8.0,0.0
00658,002,12.0,14.0
07149,019,8.0,0.0
07156,019,8.0,0.0
07157,019,8.0,0.0
07158,019,8.0,0.0
07159,019,8.0,0.0
07160,019,8.0,0.0
07165,019,8.0,0.0
07166,019,8.0,0.0
07189,019,8.0,0.0
07194,019,8.0,0.0
07200,019,8.0,0.0
07205,019,8.0,0.0
07218,019,8.0,0.0
00659,002,12.0,14.0
07330,019,8.0,0.0
07331,019,8.0,0.0
07332,019,8.0,0.0
07333,019,8.0,0.0
07334,019,8.0,0.0
07335,019,8.0,0.0
07336,019,8.0,0.0
00660,002,12.0,14.0
00661,002,12.0,14.0
00663,002,12.0,14.0
00664,002,12.0,14.0
00665,002,12.0,14.0
00666,002,12.0,14.0
00667,002,12.0,14.0
00668,002,12.0,14.0
00669,002,12.0,14.0
00670,002,12.0,14.0
00671,002,12.0,14.0
00672,002,12.0,14.0
00673,002,12.0,14.0
00674,002,12.0,14.0
00675,002,12.0,14.0
00676,002,12.0,14.0
00677,002,12.0,14.0
00678,002,12.0,14.0
00679,002,12.0,14.0
00680,002,12.0,14.0
00681,002,12.0,14.0
00682,002,12.0,14.0
00684,002,12.0,14.0
00685,002,12.0,14.0
00687,002,12.0,14.0
00688,002,12.0,14.0
00689,002,12.0,14.0
00690,002,12.0,14.0
00693,002,12.0,14.0
00694,002,12.0,14.0
00695,002,12.0,14.0
00696,002,12.0,14.0
00697,002,12.0,14.0
00699,002,12.0,14.0
00700,002,12.0,14.0
00702,002,12.0,14.0
00703,002,12.0,14.0
00704,002,12.0,14.0
00705,002,12.0,14.0
00706,002,12.0,14.0
00707,002,12.0,14.0
00708,002,12.0,14.0
00709,002,12.0,14.0
00710,002,12.0,14.0
00711,002,12.0,14.0
00712,002,12.0,14.0
00713,002,12.0,14.0
00715,002,12.0,14.0
00717,002,12.0,14.0
00718,002,12.0,14.0
00720,002,12.0,14.0
00721,002,12.0,14.0
00724,002,12.0,14.0
00725,002,12.0,14.0
00726,002,12.0,14.0
00727,002,12.0,14.0
00728,002,12.0,14.0
00730,002,12.0,14.0
00731,002,12.0,14.0
00734,002,12.0,14.0
00735,002,12.0,14.0
00736,002,12.0,14.0
00738,002,12.0,14.0
00739,002,12.0,14.0
00740,002,12.0,14.0
00741,002,12.0,14.0
00742,002,12.0,14.0
00744,002,12.0,14.0
00745,002,12.0,14.0
00746,002,12.0,14.0
00747,002,12.0,14.0
00748,002,12.0,14.0
00749,002,12.0,14.0
00750,002,12.0,14.0
00751,002,12.0,14.0
00754,002,12.0,14.0
00755,002,12.0,14.0
00757,002,12.0,14.0
00760,002,12.0,14.0
00761,002,12.0,14.0
00762,002,12.0,14.0
00763,002,12.0,14.0
00764,002,12.0,14.0
00765,002,12.0,14.0
00767,002,12.0,14.0
00768,002,12.0,14.0
00769,002,12.0,14.0
00770,002,12.0,14.0
00771,002,12.0,14.0
00772,002,12.0,14.0
00773,002,12.0,14.0
00774,002,12.0,14.0
07281,109,12.0,0.0
00775,002,12.0,14.0
00776,002,12.0,14.0
00777,002,12.0,14.0
00778,002,12.0,14.0
00781,002,12.0,14.0
00782,002,12.0,14.0
00784,002,12.0,14.0
00785,002,12.0,14.0
00786,002,12.0,14.0
00788,002,12.0,14.0
00789,002,12.0,14.0
00791,002,12.0,14.0
00793,002,12.0,14.0
00794,002,12.0,14.0
00795,002,12.0,14.0
00796,002,12.0,14.0
00797,002,12.0,14.0
00798,002,12.0,14.0
00799,002,12.0,14.0
00800,002,12.0,14.0
00803,002,12.0,14.0
00804,002,12.0,14.0
00808,002,12.0,14.0
00810,002,12.0,14.0
00811,002,12.0,14.0
00812,002,12.0,14.0
00813,002,12.0,14.0
00815,002,12.0,14.0
00816,002,12.0,14.0
00818,002,12.0,14.0
00820,002,12.0,14.0
00821,002,12.0,14.0
00823,002,12.0,14.0
00824,002,12.0,14.0
00825,002,12.0,14.0
00826,002,12.0,14.0
00827,002,12.0,14.0
00829,002,12.0,14.0
00831,002,12.0,14.0
00832,002,12.0,14.0
00833,002,12.0,14.0
00834,002,12.0,14.0
00835,002,12.0,14.0
00836,002,12.0,14.0
00837,002,12.0,14.0
00838,002,12.0,14.0
00839,002,12.0,14.0
00840,002,12.0,14.0
00841,002,12.0,14.0
00842,002,12.0,14.0
00843,002,12.0,14.0
00844,002,12.0,14.0
00845,002,12.0,14.0
00846,002,12.0,14.0
00847,002,12.0,14.0
00852,002,12.0,14.0
00853,002,12.0,14.0
00854,002,12.0,14.0
00855,002,12.0,14.0
00856,002,12.0,14.0
00857,002,12.0,14.0
00863,002,12.0,14.0
00864,002,12.0,14.0
00867,002,12.0,14.0
00868,002,12.0,14.0
00869,002,12.0,14.0
02855,002,12.0,14.0
00871,002,12.0,14.0
00872,002,12.0,14.0
00873,002,12.0,14.0
00874,002,12.0,14.0
00875,002,12.0,14.0
00876,002,12.0,14.0
00877,002,12.0,14.0
02536,002,12.0,14.0
00878,002,12.0,14.0
00879,002,12.0,14.0
00880,002,12.0,14.0
00882,002,12.0,14.0
00883,002,12.0,14.0
00884,002,12.0,14.0
00885,002,12.0,14.0
00887,002,12.0,14.0
00888,002,12.0,14.0
00889,002,12.0,14.0
00891,002,12.0,14.0
00892,002,12.0,14.0
00893,002,12.0,14.0
00894,002,12.0,14.0
00895,002,12.0,14.0
00896,002,12.0,14.0
00897,002,12.0,14.0
00900,002,12.0,14.0
04253,109,12.0,15.0
07281,103,12.0,0.0
07281,101,12.0,0.0
07281,098,12.0,0.0
07281,104,14.0,0.0
00901,002,12.0,14.0
00903,002,12.0,14.0
00904,002,12.0,14.0
00905,002,12.0,14.0
00906,002,12.0,14.0
00907,002,12.0,14.0
00908,002,12.0,14.0
00909,002,12.0,14.0
00910,002,12.0,14.0
00911,002,12.0,14.0
00913,002,12.0,14.0
00914,002,12.0,14.0
00915,002,12.0,14.0
00916,002,12.0,14.0
00917,002,12.0,14.0
00918,002,12.0,14.0
00919,002,12.0,14.0
00920,002,12.0,14.0
00921,002,12.0,14.0
00922,002,12.0,14.0
00923,002,12.0,14.0
00924,002,12.0,14.0
00925,002,12.0,14.0
00926,002,12.0,14.0
00927,002,12.0,14.0
00928,002,12.0,14.0
00929,002,12.0,14.0
00930,002,12.0,14.0
00932,002,12.0,14.0
07281,102,12.0,0.0
07281,116,12.0,0.0
00933,002,12.0,14.0
00935,002,12.0,14.0
00936,002,12.0,14.0
00937,002,12.0,14.0
00938,002,12.0,14.0
00939,002,12.0,14.0
00940,002,12.0,14.0
07136,098,12.0,15.0
07136,099,14.0,12.0
07136,100,14.0,12.0
00941,002,12.0,14.0
00942,002,12.0,14.0
00943,002,12.0,14.0
00944,002,12.0,14.0
00945,002,12.0,14.0
00947,002,12.0,14.0
00948,002,12.0,14.0
00949,002,12.0,14.0
00950,002,12.0,14.0
00951,002,12.0,14.0
02537,002,12.0,14.0
00952,002,12.0,14.0
00953,002,12.0,14.0
07136,104,14.0,12.0
07136,105,14.0,12.0
07136,109,12.0,15.0
07281,099,14.0,0.0
00954,002,12.0,14.0
07281,097,12.0,0.0
00955,002,12.0,14.0
00956,002,12.0,14.0
00957,002,12.0,14.0
00958,002,12.0,14.0
00961,002,12.0,14.0
00962,002,12.0,14.0
00963,002,12.0,14.0
00964,002,12.0,14.0
00965,002,12.0,14.0
00967,002,12.0,14.0
00968,002,12.0,14.0
00969,002,12.0,14.0
00970,002,12.0,14.0
00973,002,12.0,14.0
00974,002,12.0,14.0
00975,002,12.0,14.0
00977,002,12.0,14.0
00978,002,12.0,14.0
00979,002,12.0,14.0
04253,098,12.0,15.0
00980,002,12.0,14.0
00981,002,12.0,14.0
00982,002,12.0,14.0
00984,002,12.0,14.0
00985,002,12.0,14.0
00986,002,12.0,14.0
00987,002,12.0,14.0
00990,002,12.0,14.0
00992,002,12.0,14.0
00993,002,12.0,14.0
00994,002,12.0,14.0
00995,002,12.0,14.0
00996,002,12.0,14.0
00997,002,12.0,14.0
00998,002,12.0,14.0
00999,002,12.0,14.0
01000,002,12.0,14.0
01001,002,12.0,14.0
01003,002,12.0,14.0
01004,002,12.0,14.0
01005,002,12.0,14.0
01006,002,12.0,14.0
01007,002,12.0,14.0
01008,002,12.0,14.0
07281,096,12.0,0.0
07281,100,14.0,0.0
07281,110,12.0,0.0
07286,019,8.0,0.0
01011,002,12.0,14.0
01012,002,12.0,14.0
07289,101,12.0,0.0
02539,002,12.0,14.0
07160,017,10.0,14.0
02541,002,12.0,14.0
02542,002,12.0,14.0
02543,002,12.0,14.0
07170,105,14.0,12.0
07170,109,12.0,15.0
07170,098,12.0,15.0
07170,104,14.0,12.0
07170,099,14.0,12.0
07170,100,14.0,12.0
01016,002,12.0,14.0
01017,002,12.0,14.0
01019,002,12.0,14.0
01020,002,12.0,14.0
07442,002,10.0,0.0
01021,002,12.0,14.0
01022,002,12.0,14.0
01023,002,12.0,14.0
01024,002,12.0,14.0
01025,002,12.0,14.0
01026,002,12.0,14.0
01027,002,12.0,14.0
01028,002,12.0,14.0
01030,002,12.0,14.0
01031,002,12.0,14.0
01033,002,12.0,14.0
01032,002,12.0,14.0
01034,002,12.0,14.0
01035,002,12.0,14.0
01036,002,12.0,14.0
01037,002,12.0,14.0
01038,002,12.0,14.0
01040,002,12.0,14.0
01041,002,12.0,14.0
01042,002,12.0,14.0
01043,002,12.0,14.0
01044,002,12.0,14.0
01045,002,12.0,14.0
01046,002,12.0,14.0
01047,002,12.0,14.0
01048,002,12.0,14.0
01049,002,12.0,14.0
01050,002,12.0,14.0
01051,002,12.0,14.0
01052,002,12.0,14.0
01053,002,12.0,14.0
01054,002,12.0,14.0
01055,002,12.0,14.0
01056,002,12.0,14.0
01057,002,12.0,14.0
01058,002,12.0,14.0
01059,002,12.0,14.0
01060,002,12.0,14.0
01061,002,12.0,14.0
01062,002,12.0,14.0
01063,002,12.0,14.0
01064,002,12.0,14.0
01066,002,12.0,14.0
01067,002,12.0,14.0
01068,002,12.0,14.0
01069,002,12.0,14.0
01070,002,12.0,14.0
01071,002,12.0,14.0
01072,002,12.0,14.0
01073,002,12.0,14.0
01074,002,12.0,14.0
01075,002,12.0,14.0
01076,002,12.0,14.0
01079,002,12.0,14.0
01080,002,12.0,14.0
07289,098,12.0,0.0
07289,104,14.0,0.0
01081,002,12.0,14.0
01082,002,12.0,14.0
01083,002,12.0,14.0
01084,002,12.0,14.0
01085,002,12.0,14.0
01086,002,12.0,14.0
01087,002,12.0,14.0
01088,002,12.0,14.0
01089,002,12.0,14.0
05488,105,14.0,12.0
01091,002,12.0,14.0
05488,109,12.0,15.0
05488,098,12.0,15.0
05488,104,14.0,12.0
02544,002,12.0,14.0
02545,002,12.0,14.0
05488,099,14.0,12.0
05488,100,14.0,12.0
02546,002,12.0,14.0
07442,016,7.0,0.0
07442,019,8.0,0.0
07442,105,14.0,0.0
07442,109,12.0,0.0
07442,103,12.0,0.0
01092,002,12.0,14.0
07289,102,12.0,0.0
07289,116,12.0,0.0
03287,105,14.0,12.0
03287,109,12.0,15.0
07289,099,14.0,0.0
07289,097,12.0,0.0
07289,096,12.0,0.0
03287,098,12.0,15.0
03287,104,14.0,12.0
01094,002,12.0,14.0
01095,002,12.0,14.0
03287,099,14.0,12.0
03287,100,14.0,12.0
01096,002,12.0,14.0
07289,100,14.0,0.0
07289,110,12.0,0.0
07289,053,12.0,10.0
01097,002,12.0,14.0
01099,002,12.0,14.0
01101,002,12.0,14.0
01102,002,12.0,14.0
01103,002,12.0,14.0
01104,002,12.0,14.0
01105,002,12.0,14.0
01106,002,12.0,14.0
01107,002,12.0,14.0
01108,002,12.0,14.0
01109,002,12.0,14.0
01110,002,12.0,14.0
01111,002,12.0,14.0
01112,002,12.0,14.0
01113,002,12.0,14.0
01114,002,12.0,14.0
01115,002,12.0,14.0
01116,002,12.0,14.0
01117,002,12.0,14.0
01119,002,12.0,14.0
01120,002,12.0,14.0
01121,002,12.0,14.0
01122,002,12.0,14.0
01123,002,12.0,14.0
01125,002,12.0,14.0
01126,002,12.0,14.0
01127,002,12.0,14.0
01128,002,12.0,14.0
01129,002,12.0,14.0
01130,002,12.0,14.0
01132,002,12.0,14.0
01133,002,12.0,14.0
01134,002,12.0,14.0
01135,002,12.0,14.0
01136,002,12.0,14.0
01137,002,12.0,14.0
01138,002,12.0,14.0
01140,002,12.0,14.0
01141,002,12.0,14.0
01142,002,12.0,14.0
01143,002,12.0,14.0
01144,002,12.0,14.0
01145,002,12.0,14.0
01146,002,12.0,14.0
01147,002,12.0,14.0
01148,002,12.0,14.0
01149,002,12.0,14.0
01150,002,12.0,14.0
01151,002,12.0,14.0
01152,002,12.0,14.0
01153,002,12.0,14.0
01154,002,12.0,14.0
01155,002,12.0,14.0
01156,002,12.0,14.0
01157,002,12.0,14.0
01158,002,12.0,14.0
01159,002,12.0,14.0
01160,002,12.0,14.0
01161,002,12.0,14.0
01162,002,12.0,14.0
01163,002,12.0,14.0
01164,002,12.0,14.0
01165,002,12.0,14.0
01166,002,12.0,14.0
01167,002,12.0,14.0
01168,002,12.0,14.0
01169,002,12.0,14.0
01170,002,12.0,14.0
01171,002,12.0,14.0
01174,002,12.0,14.0
01175,002,12.0,14.0
01176,002,12.0,14.0
01178,002,12.0,14.0
01179,002,12.0,14.0
01181,002,12.0,14.0
01182,002,12.0,14.0
02244,105,14.0,13.0
01183,002,12.0,14.0
01185,002,12.0,14.0
02244,098,13.0,15.0
02244,104,14.0,13.0
01186,002,12.0,14.0
02244,099,14.0,13.0
02244,100,14.0,13.0
01719,017,6.0,14.0
01187,002,12.0,14.0
01188,002,12.0,14.0
01189,002,12.0,14.0
01719,109,13.0,15.0
01719,103,13.0,15.0
01719,101,12.0,15.0
05389,017,7.0,14.0
05389,015,7.0,10.0
01719,098,13.0,15.0
01719,102,13.0,15.0
01190,002,12.0,14.0
01719,099,14.0,15.0
01719,097,13.0,15.0
01719,096,13.0,15.0
01719,100,14.0,13.0
01719,110,13.0,15.0
01191,002,12.0,14.0
01192,002,12.0,14.0
01193,002,12.0,14.0
01194,002,12.0,14.0
01195,002,12.0,14.0
01196,002,12.0,14.0
01197,002,12.0,14.0
01198,002,12.0,14.0
01199,002,12.0,14.0
01201,002,12.0,14.0
01202,002,12.0,14.0
01203,002,12.0,14.0
01206,002,12.0,14.0
01208,002,12.0,14.0
01209,002,12.0,14.0
01211,002,12.0,14.0
01212,002,12.0,14.0
01213,002,12.0,14.0
01214,002,12.0,14.0
01215,002,12.0,14.0
01216,002,12.0,14.0
01217,002,12.0,14.0
01218,002,12.0,14.0
01219,002,12.0,14.0
01220,002,12.0,14.0
01221,002,12.0,14.0
01223,002,12.0,14.0
05502,105,14.0,12.0
01224,002,12.0,14.0
01225,002,12.0,14.0
01228,002,12.0,14.0
01229,002,12.0,14.0
01230,002,12.0,14.0
05502,109,12.0,15.0
01231,002,12.0,14.0
01232,002,12.0,14.0
01233,002,12.0,14.0
01234,002,12.0,14.0
01235,002,12.0,14.0
01236,002,12.0,14.0
01237,002,12.0,14.0
01238,002,12.0,14.0
01239,002,12.0,14.0
01240,002,12.0,14.0
01241,002,12.0,14.0
01243,002,12.0,14.0
01244,002,12.0,14.0
01245,002,12.0,14.0
01246,002,12.0,14.0
01247,002,12.0,14.0
01248,002,12.0,14.0
01249,002,12.0,14.0
01250,002,12.0,14.0
01251,002,12.0,14.0
06230,017,10.0,14.0
05502,098,12.0,15.0
05502,104,14.0,12.0
01252,002,12.0,14.0
05502,099,14.0,12.0
05502,100,14.0,12.0
05502,053,12.0,10.0
01253,002,12.0,14.0
01254,002,12.0,14.0
01255,002,12.0,14.0
06230,049,12.0,10.0
01256,002,12.0,14.0
01258,002,12.0,14.0
01259,002,12.0,14.0
01261,002,12.0,14.0
01262,002,12.0,14.0
01263,002,12.0,14.0
01264,002,12.0,14.0
01265,002,12.0,14.0
01266,002,12.0,14.0
01268,002,12.0,14.0
01269,002,12.0,14.0
01274,002,12.0,14.0
01275,002,12.0,14.0
01276,002,12.0,14.0
01277,002,12.0,14.0
01279,002,12.0,14.0
01280,002,12.0,14.0
01281,002,12.0,14.0
01282,002,12.0,14.0
01283,002,12.0,14.0
01284,002,12.0,14.0
01285,002,12.0,14.0
01286,002,12.0,14.0
01287,002,12.0,14.0
01288,002,12.0,14.0
01289,002,12.0,14.0
01290,002,12.0,14.0
01291,002,12.0,14.0
01292,002,12.0,14.0
01293,002,12.0,14.0
01294,002,12.0,14.0
01295,002,12.0,14.0
01298,002,12.0,14.0
01299,002,12.0,14.0
01300,002,12.0,14.0
01301,002,12.0,14.0
01302,002,12.0,14.0
01303,002,12.0,14.0
01306,002,12.0,14.0
01307,002,12.0,14.0
01308,002,12.0,14.0
01309,002,12.0,14.0
01310,002,12.0,14.0
01311,002,12.0,14.0
01312,002,12.0,14.0
01313,002,12.0,14.0
01314,002,12.0,14.0
01315,002,12.0,14.0
01316,002,12.0,14.0
01317,002,12.0,14.0
01319,002,12.0,14.0
01320,002,12.0,14.0
01321,002,12.0,14.0
01324,002,12.0,14.0
01325,002,12.0,14.0
01326,002,12.0,14.0
01327,002,12.0,14.0
01328,002,12.0,14.0
01330,002,12.0,14.0
01331,002,12.0,14.0
01332,002,12.0,14.0
01334,002,12.0,14.0
01335,002,12.0,14.0
01336,002,12.0,14.0
01337,002,12.0,14.0
01338,002,12.0,14.0
01339,002,12.0,14.0
01340,002,12.0,14.0
01341,002,12.0,14.0
01343,002,12.0,14.0
01345,002,12.0,14.0
01346,002,12.0,14.0
01348,002,12.0,14.0
01349,002,12.0,14.0
01350,002,12.0,14.0
01351,002,12.0,14.0
01352,002,12.0,14.0
01353,002,12.0,14.0
01354,002,12.0,14.0
01355,002,12.0,14.0
01356,002,12.0,14.0
01357,002,12.0,14.0
01358,002,12.0,14.0
01359,002,12.0,14.0
01360,002,12.0,14.0
01361,002,12.0,14.0
01362,002,12.0,14.0
01365,002,12.0,14.0
01366,002,12.0,14.0
01367,002,12.0,14.0
01369,002,12.0,14.0
07216,081,27.86,0.0
07216,078,24.14,27.86
07216,105,14.0,12.0
01370,002,12.0,14.0
01371,002,12.0,14.0
01372,002,12.0,14.0
01373,002,12.0,14.0
01375,002,12.0,14.0
01376,002,12.0,14.0
01377,002,12.0,14.0
01378,002,12.0,14.0
01379,002,12.0,14.0
01385,002,12.0,14.0
01386,002,12.0,14.0
01387,002,12.0,14.0
01388,002,12.0,14.0
01389,002,12.0,14.0
01390,002,12.0,14.0
01391,002,12.0,14.0
01392,002,12.0,14.0
01393,002,12.0,14.0
01394,002,12.0,14.0
01395,002,12.0,14.0
01397,002,12.0,14.0
01398,002,12.0,14.0
01399,002,12.0,14.0
01400,002,12.0,14.0
01401,002,12.0,14.0
01403,002,12.0,14.0
01404,002,12.0,14.0
01407,002,12.0,14.0
01408,002,12.0,14.0
01409,002,12.0,14.0
01410,002,12.0,14.0
01411,002,12.0,14.0
01412,002,12.0,14.0
01413,002,12.0,14.0
01416,002,12.0,14.0
01719,116,12.0,15.0
01721,098,12.0,15.0
01721,099,14.0,12.0
01721,100,14.0,12.0
01417,002,12.0,14.0
01419,002,12.0,14.0
01420,002,12.0,14.0
01421,002,12.0,14.0
01422,002,12.0,14.0
01423,002,12.0,0.0
01424,002,12.0,14.0
01425,002,12.0,14.0
01426,002,12.0,14.0
01427,002,12.0,14.0
01429,002,12.0,14.0
01430,002,12.0,14.0
01432,002,12.0,14.0
01433,002,12.0,14.0
01434,002,12.0,14.0
01435,002,12.0,14.0
01436,002,12.0,14.0
01437,002,12.0,14.0
01438,002,12.0,14.0
01440,002,12.0,14.0
